Group.1;Group.2;Group.3;Group.4;x
Vigie-chiro - Routier-4;26/09/2006 22:15;expansion; 5;1
Vigie-chiro - Routier-82;26/09/2008 22:00;expansion; 5;1
Vigie-chiro - Routier-176;26/09/2011 20:10;expansion; 5;1
Vigiechiro - Pédestre-351213;26/09/2013 22:56;expansion; 5;1
Vigiechiro - Pédestre-351213;26/09/2014 22:47;expansion; 5;1
Vigiechiro - Pédestre-220061;26/09/2015 20:48;expansion; 5;1
Vigie-chiro - Routier-262;26/09/2016 21:00;expansion; 5;1
Vigiechiro - Pédestre-350004;26/09/2016 21:00;expansion; 5;1
Vigie-chiro - Routier-19;26/09/2017 20:24;expansion; 5;1
Vigie-chiro - Routier-382;26/09/2018 20:50;expansion; 5;1
Vigiechiro - Pédestre-351213;26/09/2018 21:10;expansion; 5;1
Vigie-chiro - Routier-32;27/06/2006 00:30;expansion; 5;1
Vigie-chiro - Routier-3;27/06/2008 00:36;expansion; 5;1
Vigie-chiro - Routier-25;27/06/2008 00:45;expansion; 5;1
Vigie-chiro - Routier-59;27/06/2008 03:00;expansion; 5;1
Vigie-chiro - Routier-153;27/06/2009 00:25;expansion; 5;1
Vigie-chiro - Routier-62;27/06/2009 01:05;expansion; 5;1
Vigie-chiro - Routier-262;27/06/2009 21:54;expansion; 5;1
Vigie-chiro - Routier-83;27/06/2009 22:35;expansion; 5;1
Vigie-chiro - Routier-168;27/06/2010 01:13;expansion; 5;1
Vigiechiro - Pédestre-930012;27/06/2012 22:30;expansion; 5;1
Vigie-chiro - Routier-81;27/06/2012 22:45;expansion; 5;1
Vigie-chiro - Routier-17;27/06/2012 22:53;expansion; 5;1
Vigie-chiro - Routier-127;27/06/2012 23:25;expansion; 5;1
Vigie-chiro - Routier-414;27/06/2013 00:15;expansion; 5;1
Vigiechiro - Pédestre-590514;27/06/2013 00:30;expansion; 5;1
Vigie-chiro - Routier-438;27/06/2013 00:33;expansion; 5;1
Vigie-chiro - Routier-152;27/06/2013 01:00;expansion; 5;1
Vigie-chiro - Routier-62;27/06/2013 02:32;expansion; 5;1
Vigie-chiro - Routier-381;27/06/2014 01:02;expansion; 5;1
Vigiechiro - Pédestre-041555;27/06/2015 22:00;expansion; 5;1
Vigiechiro - Pédestre-220181;27/06/2015 23:20;expansion; 5;1
Vigiechiro - Pédestre-621070;27/06/2016 22:30;expansion; 5;1
Vigie-chiro - Routier-381;27/06/2017 22:35;expansion; 5;1
Vigie-chiro - Routier-624;27/06/2018 22:00;expansion; 5;1
Vigiechiro - Pédestre-621070;27/06/2018 22:35;expansion; 5;1
Vigie-chiro - Routier-81;27/06/2018 22:45;expansion; 5;1
Vigie-chiro - Routier-62;27/06/2018 22:50;expansion; 5;1
Vigiechiro - Pédestre-350004;27/06/2019 22:50;expansion; 5;1
Vigie-chiro - Routier-81;27/06/2019 23:04;expansion; 5;1
Vigie-chiro - Routier-9;27/07/2007 00:15;expansion; 5;1
Vigiechiro - Pédestre-331855;27/07/2008 00:11;expansion; 5;1
Vigie-chiro - Routier-82;27/07/2011 22:22;expansion; 5;1
Vigie-chiro - Routier-108;27/07/2011 23:10;expansion; 5;1
Vigie-chiro - Routier-10;27/07/2012 00:08;expansion; 5;1
Vigie-chiro - Routier-176;27/07/2017 20:21;expansion; 5;1
Vigie-chiro - Routier-87;27/07/2017 22:13;expansion; 5;1
Vigiechiro - Pédestre-351646;27/07/2018 00:24;expansion; 5;1
Vigie-chiro - Routier-625;27/07/2021 22:00;expansion; 5;1
Vigie-chiro - Routier-10;27/08/2006 23:15;expansion; 5;1
Vigie-chiro - Routier-13;27/08/2007 23:15;expansion; 5;1
Vigie-chiro - Routier-71;27/08/2007 23:15;expansion; 5;1
Vigiechiro - Pédestre-581117;27/08/2008 00:15;expansion; 5;1
Vigie-chiro - Routier-43;27/08/2008 23:23;expansion; 5;1
Vigie-chiro - Routier-151;27/08/2008 23:45;expansion; 5;1
Vigie-chiro - Routier-124;27/08/2009 20:50;expansion; 5;1
Vigie-chiro - Routier-84;27/08/2009 21:15;expansion; 5;1
Vigie-chiro - Routier-190;27/08/2009 23:20;expansion; 5;1
Vigie-chiro - Routier-65;27/08/2009 23:54;expansion; 5;1
Vigie-chiro - Routier-262;27/08/2012 20:50;expansion; 5;1
Vigie-chiro - Routier-126;27/08/2012 21:10;expansion; 5;1
Vigie-chiro - Routier-80;27/08/2012 21:35;expansion; 5;1
Vigie-chiro - Routier-398;27/08/2012 23:09;expansion; 5;1
Vigie-chiro - Routier-262;27/08/2013 22:58;expansion; 5;1
Vigie-chiro - Routier-126;27/08/2013 23:15;expansion; 5;1
Vigiechiro - Pédestre-910186;27/08/2013 23:20;expansion; 5;1
Vigiechiro - Pédestre-820685;27/08/2014 23:12;expansion; 5;1
Vigie-chiro - Routier-427;27/08/2015 21:40;expansion; 5;1
Vigiechiro - Pédestre-590530;27/08/2018 20:45;expansion; 5;1
Vigie-chiro - Routier-618;27/08/2018 21:22;expansion; 5;1
Vigie-chiro - Routier-65;27/08/2018 21:30;expansion; 5;1
Vigie-chiro - Routier-82;27/08/2018 21:30;expansion; 5;1
Vigie-chiro - Routier-126;27/08/2019 21:15;expansion; 5;1
Vigie-chiro - Routier-289;27/08/2019 21:15;expansion; 5;1
Vigie-chiro - Routier-62;27/08/2019 21:40;expansion; 5;1
Vigie-chiro - Routier-436;27/08/2021 21:42;expansion; 5;1
Vigie-chiro - Routier-78;27/09/2008 22:49;expansion; 5;1
Vigie-chiro - Routier-435;27/09/2009 22:30;expansion; 5;1
Vigie-chiro - Routier-438;27/09/2011 22:15;expansion; 5;1
Vigiechiro - Pédestre-151376;27/09/2011 22:33;expansion; 5;1
Vigie-chiro - Routier-439;27/09/2012 22:18;expansion; 5;1
Vigiechiro - Pédestre-220943;27/09/2013 00:20;expansion; 5;1
Vigiechiro - Pédestre-351213;27/09/2016 20:45;expansion; 5;1
Vigie-chiro - Routier-263;27/09/2016 21:00;expansion; 5;1
Vigie-chiro - Routier-82;27/09/2017 20:17;expansion; 5;1
Vigiechiro - Pédestre-621131;27/09/2017 20:41;expansion; 5;1
Vigie-chiro - Routier-3;27/09/2017 21:03;expansion; 5;1
Vigiechiro - Pédestre-861550;27/09/2017 22:15;expansion; 5;1
Vigie-chiro - Routier-176;27/09/2018 16:11;expansion; 5;1
Vigie-chiro - Routier-67;28/06/2008 00:44;expansion; 5;1
Vigie-chiro - Routier-158;28/06/2009 00:26;expansion; 5;1
Vigie-chiro - Routier-58;28/06/2009 01:15;expansion; 5;1
Vigie-chiro - Routier-104;28/06/2009 02:12;expansion; 5;1
Vigiechiro - Pédestre-151376;28/06/2010 00:30;expansion; 5;1
Vigiechiro - Pédestre-621406;28/06/2010 00:55;expansion; 5;1
Vigie-chiro - Routier-70;28/06/2010 02:47;expansion; 5;1
Vigie-chiro - Routier-129;28/06/2010 22:30;expansion; 5;1
Vigiechiro - Pédestre-800194;28/06/2010 23:04;expansion; 5;1
Vigie-chiro - Routier-265;28/06/2011 00:18;expansion; 5;1
Vigie-chiro - Routier-154;28/06/2011 00:30;expansion; 5;1
Vigie-chiro - Routier-65;28/06/2011 00:47;expansion; 5;1
Vigiechiro - Pédestre-130682;28/06/2012 00:13;expansion; 5;1
Vigie-chiro - Routier-158;28/06/2012 00:50;expansion; 5;1
Vigiechiro - Pédestre-220447;28/06/2012 00:50;expansion; 5;1
Vigie-chiro - Routier-157;28/06/2012 01:40;expansion; 5;1
Vigie-chiro - Routier-125;28/06/2012 22:40;expansion; 5;1
Vigie-chiro - Routier-439;28/06/2013 00:27;expansion; 5;1
Vigie-chiro - Routier-126;28/06/2013 00:30;expansion; 5;1
Vigiechiro - Pédestre-300764;28/06/2013 00:30;expansion; 5;1
Vigie-chiro - Routier-81;28/06/2014 00:45;expansion; 5;1
Vigie-chiro - Routier-262;28/06/2015 21:45;expansion; 5;1
Vigie-chiro - Routier-59;28/06/2016 00:40;expansion; 5;1
Vigie-chiro - Routier-127;28/06/2016 22:20;expansion; 5;1
Vigie-chiro - Routier-82;28/06/2016 22:26;expansion; 5;1
Vigie-chiro - Routier-461;28/06/2017 22:40;expansion; 5;1
Vigiechiro - Pédestre-560864;28/06/2018 22:30;expansion; 5;1
Vigie-chiro - Routier-59;28/06/2019 22:45;expansion; 5;1
Vigie-chiro - Routier-11;28/07/2006 00:00;expansion; 5;1
Vigie-chiro - Routier-85;28/07/2009 22:00;expansion; 5;1
Vigiechiro - Pédestre-041555;28/07/2009 23:51;expansion; 5;1
Vigie-chiro - Routier-14;28/07/2010 01:20;expansion; 5;1
Vigie-chiro - Routier-73;28/07/2010 01:42;expansion; 5;1
Vigie-chiro - Routier-84;28/07/2010 22:05;expansion; 5;1
Vigie-chiro - Routier-108;28/07/2010 22:50;expansion; 5;1
Vigie-chiro - Routier-12;28/07/2011 00:01;expansion; 5;1
Vigie-chiro - Routier-123;28/07/2011 22:00;expansion; 5;1
Vigie-chiro - Routier-85;28/07/2011 22:00;expansion; 5;1
Vigiechiro - Pédestre-750016;28/07/2014 23:59;expansion; 5;1
Vigie-chiro - Routier-81;28/07/2017 22:09;expansion; 5;1
Vigie-chiro - Routier-623;28/07/2017 22:15;expansion; 5;1
Vigiechiro - Pédestre-530699;28/07/2018 01:19;expansion; 5;1
Vigie-chiro - Routier-84;28/07/2020 22:15;expansion; 5;1
Vigie-chiro - Routier-83;28/07/2021 22:10;expansion; 5;1
Vigie-chiro - Routier-17;28/08/2006 23:30;expansion; 5;1
Vigie-chiro - Routier-63;28/08/2007 01:30;expansion; 5;1
Vigie-chiro - Routier-57;28/08/2007 02:00;expansion; 5;1
Vigiechiro - Pédestre-581070;28/08/2007 23:30;expansion; 5;1
Vigiechiro - Pédestre-381879;28/08/2007 23:45;expansion; 5;1
Vigie-chiro - Routier-25;28/08/2008 22:30;expansion; 5;1
Vigiechiro - Pédestre-300883;28/08/2008 23:00;expansion; 5;1
Vigiechiro - Pédestre-581070;28/08/2008 23:00;expansion; 5;1
Vigie-chiro - Routier-115;28/08/2008 23:05;expansion; 5;1
Vigiechiro - Pédestre-331855;28/08/2008 23:28;expansion; 5;1
Vigiechiro - Pédestre-750011;28/08/2009 23:47;expansion; 5;1
Vigie-chiro - Routier-124;28/08/2010 21:15;expansion; 5;1
Vigiechiro - Pédestre-770236;28/08/2010 23:14;expansion; 5;1
Vigie-chiro - Routier-10;28/08/2011 23:16;expansion; 5;1
Vigie-chiro - Routier-4;28/08/2012 00:23;expansion; 5;1
Vigie-chiro - Routier-263;28/08/2012 20:54;expansion; 5;1
Vigiechiro - Pédestre-590470;28/08/2012 21:10;expansion; 5;1
Vigie-chiro - Routier-123;28/08/2012 21:17;expansion; 5;1
Vigie-chiro - Routier-81;28/08/2012 21:30;expansion; 5;1
Vigie-chiro - Routier-414;28/08/2012 23:06;expansion; 5;1
Vigie-chiro - Routier-5;28/08/2012 23:12;expansion; 5;1
Vigiechiro - Pédestre-750024;28/08/2012 23:30;expansion; 5;1
Vigiechiro - Pédestre-221058;28/08/2012 23:49;expansion; 5;1
Vigie-chiro - Routier-57;28/08/2013 01:55;expansion; 5;1
Vigie-chiro - Routier-398;28/08/2013 23:11;expansion; 5;1
Vigie-chiro - Routier-123;28/08/2013 23:15;expansion; 5;1
Vigie-chiro - Routier-435;28/08/2013 23:23;expansion; 5;1
Vigie-chiro - Routier-177;28/08/2014 21:22;expansion; 5;1
Vigie-chiro - Routier-158;28/08/2014 23:11;expansion; 5;1
Vigie-chiro - Routier-438;28/08/2014 23:23;expansion; 5;1
Vigiechiro - Pédestre-151376;28/08/2014 23:49;expansion; 5;1
Vigiechiro - Pédestre-151376;28/08/2014 23:50;expansion; 5;1
Vigie-chiro - Routier-288;28/08/2015 21:45;expansion; 5;1
Vigie-chiro - Routier-123;28/08/2016 21:20;expansion; 5;1
Vigie-chiro - Routier-288;28/08/2017 21:24;expansion; 5;1
Vigie-chiro - Routier-440;28/08/2017 21:26;expansion; 5;1
Vigie-chiro - Routier-381;28/08/2017 21:45;expansion; 5;1
Vigie-chiro - Routier-80;28/08/2017 22:05;expansion; 5;1
Vigie-chiro - Routier-65;28/08/2017 23:30;expansion; 5;1
Vigiechiro - Pédestre-590514;28/08/2018 21:10;expansion; 5;1
Vigiechiro - Pédestre-590470;28/08/2018 21:15;expansion; 5;1
Vigie-chiro - Routier-123;28/08/2018 21:20;expansion; 5;1
Vigie-chiro - Routier-86;28/08/2018 21:27;expansion; 5;1
Vigiechiro - Pédestre-800194;28/08/2018 21:35;expansion; 5;1
Vigie-chiro - Routier-439;28/08/2018 21:45;expansion; 5;1
Vigiechiro - Pédestre-220061;28/08/2018 21:53;expansion; 5;1
Vigie-chiro - Routier-123;28/08/2019 21:10;expansion; 5;1
Vigie-chiro - Routier-100;28/09/2007 22:00;expansion; 5;1
Vigie-chiro - Routier-77;28/09/2008 00:17;expansion; 5;1
Vigie-chiro - Routier-177;28/09/2008 20:05;expansion; 5;1
Vigie-chiro - Routier-176;28/09/2008 21:40;expansion; 5;1
Vigie-chiro - Routier-440;28/09/2009 22:30;expansion; 5;1
Vigie-chiro - Routier-252;28/09/2010 23:32;expansion; 5;1
Vigie-chiro - Routier-82;28/09/2011 20:12;expansion; 5;1
Vigie-chiro - Routier-177;28/09/2011 20:15;expansion; 5;1
Vigiechiro - Pédestre-351213;28/09/2015 20:40;expansion; 5;1
Vigie-chiro - Routier-125;28/09/2015 20:50;expansion; 5;1
Vigie-chiro - Routier-435;28/09/2015 22:15;expansion; 5;1
Vigiechiro - Pédestre-530699;28/09/2016 23:16;expansion; 5;1
Vigie-chiro - Routier-85;28/09/2018 20:30;expansion; 5;1
Vigie-chiro - Routier-87;28/09/2019 21:25;expansion; 5;1
Vigie-chiro - Routier-19;29/06/2006 00:30;expansion; 5;1
Vigie-chiro - Routier-81;29/06/2007 00:30;expansion; 5;1
Vigie-chiro - Routier-63;29/06/2007 02:45;expansion; 5;1
Vigie-chiro - Routier-110;29/06/2008 01:00;expansion; 5;1
Vigiechiro - Pédestre-750022;29/06/2009 00:25;expansion; 5;1
Vigiechiro - Pédestre-910186;29/06/2009 00:33;expansion; 5;1
Vigie-chiro - Routier-98;29/06/2009 22:00;expansion; 5;1
Vigie-chiro - Routier-128;29/06/2009 22:50;expansion; 5;1
Vigie-chiro - Routier-2;29/06/2010 00:05;expansion; 5;1
Vigiechiro - Pédestre-770644;29/06/2010 00:41;expansion; 5;1
Vigie-chiro - Routier-83;29/06/2010 22:55;expansion; 5;1
Vigie-chiro - Routier-287;29/06/2010 23:18;expansion; 5;1
Vigiechiro - Pédestre-831049;29/06/2011 23:47;expansion; 5;1
Vigie-chiro - Routier-263;29/06/2015 21:55;expansion; 5;1
Vigie-chiro - Routier-605;29/06/2015 22:50;expansion; 5;1
Vigie-chiro - Routier-380;29/06/2015 22:55;expansion; 5;1
Vigiechiro - Pédestre-590470;29/06/2017 22:30;expansion; 5;1
Vigie-chiro - Routier-3;29/06/2017 22:38;expansion; 5;1
Vigiechiro - Pédestre-750016;29/06/2018 22:30;expansion; 5;1
Vigie-chiro - Routier-624;29/06/2020 22:00;expansion; 5;1
Vigie-chiro - Routier-461;29/06/2020 22:20;expansion; 5;1
Vigie-chiro - Routier-86;29/06/2020 22:43;expansion; 5;1
Vigie-chiro - Routier-86;29/06/2020 22:44;expansion; 5;1
Vigiechiro - Pédestre-350004;29/06/2020 22:55;expansion; 5;1
Vigie-chiro - Routier-92;29/06/2021 22:38;expansion; 5;1
Vigie-chiro - Routier-64;29/07/2007 02:30;expansion; 5;1
Vigie-chiro - Routier-9;29/07/2008 00:03;expansion; 5;1
Vigie-chiro - Routier-175;29/07/2008 01:05;expansion; 5;1
Vigie-chiro - Routier-122;29/07/2009 00:15;expansion; 5;1
Vigie-chiro - Routier-81;29/07/2009 21:58;expansion; 5;1
Vigie-chiro - Routier-38;29/07/2009 23:50;expansion; 5;1
Vigiechiro - Pédestre-750012;29/07/2010 00:30;expansion; 5;1
Vigie-chiro - Routier-12;29/07/2010 01:32;expansion; 5;1
Vigie-chiro - Routier-82;29/07/2010 22:12;expansion; 5;1
Vigiechiro - Pédestre-351689;29/07/2011 00:00;expansion; 5;1
Vigie-chiro - Routier-126;29/07/2011 22:00;expansion; 5;1
Vigie-chiro - Routier-176;29/07/2011 23:33;expansion; 5;1
Vigiechiro - Pédestre-440730;29/07/2011 23:40;expansion; 5;1
Vigie-chiro - Routier-13;29/07/2011 23:43;expansion; 5;1
Vigie-chiro - Routier-4;29/07/2012 00:10;expansion; 5;1
Vigiechiro - Pédestre-530699;29/07/2016 00:54;expansion; 5;1
Vigie-chiro - Routier-85;29/07/2017 22:09;expansion; 5;1
Vigie-chiro - Routier-85;29/07/2019 22:01;expansion; 5;1
Vigie-chiro - Routier-13;29/08/2006 00:00;expansion; 5;1
Vigie-chiro - Routier-11;29/08/2006 23:15;expansion; 5;1
Vigiechiro - Pédestre-290551;29/08/2006 23:30;expansion; 5;1
Vigie-chiro - Routier-71;29/08/2008 23:00;expansion; 5;1
Vigiechiro - Pédestre-581070;29/08/2009 00:57;expansion; 5;1
Vigiechiro - Pédestre-750022;29/08/2009 23:00;expansion; 5;1
Vigie-chiro - Routier-192;29/08/2009 23:20;expansion; 5;1
Vigie-chiro - Routier-1;29/08/2011 23:20;expansion; 5;1
Vigie-chiro - Routier-152;29/08/2011 23:33;expansion; 5;1
Vigie-chiro - Routier-6;29/08/2012 23:10;expansion; 5;1
Vigie-chiro - Routier-65;29/08/2013 01:40;expansion; 5;1
Vigie-chiro - Routier-414;29/08/2013 23:04;expansion; 5;1
Vigie-chiro - Routier-125;29/08/2013 23:08;expansion; 5;1
Vigiechiro - Pédestre-910449;29/08/2013 23:15;expansion; 5;1
Vigie-chiro - Routier-154;29/08/2014 23:16;expansion; 5;1
Vigie-chiro - Routier-439;29/08/2016 21:15;expansion; 5;1
Vigiechiro - Pédestre-621406;29/08/2016 21:15;expansion; 5;1
Vigie-chiro - Routier-427;29/08/2016 21:35;expansion; 5;1
Vigiechiro - Pédestre-290575;29/08/2016 22:00;expansion; 5;1
Vigie-chiro - Routier-263;29/08/2017 20:49;expansion; 5;1
Vigiechiro - Pédestre-041555;29/08/2017 20:55;expansion; 5;1
Vigie-chiro - Routier-436;29/08/2017 21:16;expansion; 5;1
Vigie-chiro - Routier-85;29/08/2017 21:18;expansion; 5;1
Vigiechiro - Pédestre-220061;29/08/2017 21:46;expansion; 5;1
Vigie-chiro - Routier-62;29/08/2017 23:25;expansion; 5;1
Vigie-chiro - Routier-177;29/08/2018 21:12;expansion; 5;1
Vigie-chiro - Routier-80;29/08/2018 21:22;expansion; 5;1
Vigie-chiro - Routier-436;29/08/2018 21:23;expansion; 5;1
Vigie-chiro - Routier-625;29/08/2019 21:05;expansion; 5;1
Vigie-chiro - Routier-65;29/08/2019 21:35;expansion; 5;1
Vigiechiro - Pédestre-220181;29/08/2019 21:40;expansion; 5;1
Vigie-chiro - Routier-68;29/09/2007 22:30;expansion; 5;1
Vigie-chiro - Routier-127;29/09/2008 22:06;expansion; 5;1
Vigiechiro - Pédestre-831049;29/09/2009 19:50;expansion; 5;1
Vigie-chiro - Routier-276;29/09/2010 20:30;expansion; 5;1
Vigie-chiro - Routier-436;29/09/2010 22:15;expansion; 5;1
Vigie-chiro - Routier-256;29/09/2010 23:17;expansion; 5;1
Vigie-chiro - Routier-439;29/09/2011 22:23;expansion; 5;1
Vigiechiro - Pédestre-220885;29/09/2011 22:48;expansion; 5;1
Vigie-chiro - Routier-239;29/09/2011 23:00;expansion; 5;1
Vigie-chiro - Routier-416;29/09/2015 21:30;expansion; 5;1
Vigiechiro - Pédestre-440730;29/09/2021 20:46;expansion; 5;1
Vigie-chiro - Routier-98;30/06/2007 00:30;expansion; 5;1
Vigie-chiro - Routier-32;30/06/2009 00:15;expansion; 5;1
Vigiechiro - Pédestre-910449;30/06/2009 00:24;expansion; 5;1
Vigiechiro - Pédestre-332150;30/06/2009 00:30;expansion; 5;1
Vigie-chiro - Routier-57;30/06/2009 01:05;expansion; 5;1
Vigiechiro - Pédestre-130682;30/06/2009 22:10;expansion; 5;1
Vigiechiro - Pédestre-750016;30/06/2009 22:25;expansion; 5;1
Vigie-chiro - Routier-4;30/06/2010 00:15;expansion; 5;1
Vigie-chiro - Routier-58;30/06/2010 00:40;expansion; 5;1
Vigiechiro - Pédestre-770547;30/06/2010 01:33;expansion; 5;1
Vigie-chiro - Routier-128;30/06/2010 22:20;expansion; 5;1
Vigie-chiro - Routier-81;30/06/2010 22:45;expansion; 5;1
Vigie-chiro - Routier-125;30/06/2010 22:54;expansion; 5;1
Vigie-chiro - Routier-271;30/06/2010 23:50;expansion; 5;1
Vigiechiro - Pédestre-341087;30/06/2010 23:50;expansion; 5;1
Vigiechiro - Pédestre-530699;30/06/2011 00:30;expansion; 5;1
Vigie-chiro - Routier-59;30/06/2011 00:45;expansion; 5;1
Vigiechiro - Pédestre-750016;30/06/2011 22:30;expansion; 5;1
Vigie-chiro - Routier-155;30/06/2012 02:45;expansion; 5;1
Vigie-chiro - Routier-262;30/06/2012 21:59;expansion; 5;1
Vigie-chiro - Routier-19;30/06/2013 00:57;expansion; 5;1
Vigie-chiro - Routier-65;30/06/2013 02:30;expansion; 5;1
Vigie-chiro - Routier-57;30/06/2013 04:05;expansion; 5;1
Vigie-chiro - Routier-123;30/06/2015 22:30;expansion; 5;1
Vigie-chiro - Routier-82;30/06/2015 22:50;expansion; 5;1
Vigiechiro - Pédestre-221058;30/06/2015 23:08;expansion; 5;1
Vigie-chiro - Routier-82;30/06/2020 22:30;expansion; 5;1
Vigie-chiro - Routier-82;30/06/2020 22:31;expansion; 5;1
Vigie-chiro - Routier-239;30/06/2021 22:30;expansion; 5;1
Vigie-chiro - Routier-85;30/06/2021 22:31;expansion; 5;1
Vigie-chiro - Routier-76;30/07/2007 00:15;expansion; 5;1
Vigie-chiro - Routier-81;30/07/2008 00:30;expansion; 5;1
Vigie-chiro - Routier-113;30/07/2008 00:45;expansion; 5;1
Vigiechiro - Pédestre-331806;30/07/2008 01:13;expansion; 5;1
Vigie-chiro - Routier-8;30/07/2010 01:24;expansion; 5;1
Vigie-chiro - Routier-177;30/07/2011 22:15;expansion; 5;1
Vigiechiro - Pédestre-220181;30/07/2012 00:15;expansion; 5;1
Vigie-chiro - Routier-12;30/07/2015 21:55;expansion; 5;1
Vigiechiro - Pédestre-220061;30/07/2015 22:33;expansion; 5;1
Vigie-chiro - Routier-289;30/07/2016 22:00;expansion; 5;1
Vigie-chiro - Routier-85;30/07/2018 22:18;expansion; 5;1
Vigie-chiro - Routier-87;30/07/2019 22:00;expansion; 5;1
Vigie-chiro - Routier-72;30/08/2007 23:30;expansion; 5;1
Vigie-chiro - Routier-71;30/08/2009 01:03;expansion; 5;1
Vigie-chiro - Routier-168;30/08/2009 21:00;expansion; 5;1
Vigie-chiro - Routier-195;30/08/2009 23:45;expansion; 5;1
Vigie-chiro - Routier-168;30/08/2010 00:17;expansion; 5;1
Vigie-chiro - Routier-129;30/08/2010 21:10;expansion; 5;1
Vigie-chiro - Routier-270;30/08/2010 21:35;expansion; 5;1
Vigiechiro - Pédestre-770059;30/08/2010 22:35;expansion; 5;1
Vigiechiro - Pédestre-200708;30/08/2010 22:40;expansion; 5;1
Vigie-chiro - Routier-271;30/08/2010 23:35;expansion; 5;1
Vigiechiro - Pédestre-341087;30/08/2010 23:35;expansion; 5;1
Vigiechiro - Pédestre-221058;30/08/2010 23:45;expansion; 5;1
Vigiechiro - Pédestre-351689;30/08/2011 00:27;expansion; 5;1
Vigiechiro - Pédestre-220943;30/08/2011 01:34;expansion; 5;1
Vigiechiro - Pédestre-590470;30/08/2011 21:07;expansion; 5;1
Vigie-chiro - Routier-123;30/08/2011 21:10;expansion; 5;1
Vigie-chiro - Routier-80;30/08/2011 21:12;expansion; 5;1
Vigie-chiro - Routier-32;30/08/2011 23:26;expansion; 5;1
Vigiechiro - Pédestre-221058;30/08/2011 23:30;expansion; 5;1
Vigie-chiro - Routier-58;30/08/2013 01:35;expansion; 5;1
Vigie-chiro - Routier-59;30/08/2013 01:35;expansion; 5;1
Vigie-chiro - Routier-266;30/08/2013 23:20;expansion; 5;1
Vigie-chiro - Routier-625;30/08/2016 21:10;expansion; 5;1
Vigie-chiro - Routier-126;30/08/2016 21:15;expansion; 5;1
Vigie-chiro - Routier-82;30/08/2016 21:24;expansion; 5;1
Vigie-chiro - Routier-262;30/08/2017 20:49;expansion; 5;1
Vigie-chiro - Routier-19;30/08/2018 20:41;expansion; 5;1
Vigie-chiro - Routier-625;30/08/2018 21:05;expansion; 5;1
Vigie-chiro - Routier-126;30/08/2018 21:10;expansion; 5;1
Vigie-chiro - Routier-87;30/08/2018 21:17;expansion; 5;1
Vigiechiro - Pédestre-800194;30/08/2019 21:05;expansion; 5;1
Vigie-chiro - Routier-625;30/08/2021 21:15;expansion; 5;1
Vigie-chiro - Routier-618;30/08/2021 21:35;expansion; 5;1
Vigie-chiro - Routier-92;30/08/2021 21:55;expansion; 5;1
Vigie-chiro - Routier-6;30/09/2008 22:15;expansion; 5;1
Vigie-chiro - Routier-439;30/09/2010 22:23;expansion; 5;1
Vigie-chiro - Routier-253;30/09/2010 23:26;expansion; 5;1
Vigie-chiro - Routier-11;30/09/2011 22:56;expansion; 5;1
Vigie-chiro - Routier-11;30/09/2014 23:07;expansion; 5;1
Vigie-chiro - Routier-12;30/09/2014 23:29;expansion; 5;1
Vigiechiro - Pédestre-220447;30/09/2015 20:40;expansion; 5;1
Vigiechiro - Pédestre-560864;30/09/2015 21:05;expansion; 5;1
Vigie-chiro - Routier-12;30/09/2015 21:50;expansion; 5;1
Vigiechiro - Pédestre-220181;30/09/2016 20:45;expansion; 5;1
Vigie-chiro - Routier-84;30/09/2020 21:15;expansion; 5;1
Vigie-chiro - Routier-11;31/07/2008 00:09;expansion; 5;1
Vigie-chiro - Routier-83;31/07/2008 00:10;expansion; 5;1
Vigiechiro - Pédestre-401325;31/07/2008 00:19;expansion; 5;1
Vigie-chiro - Routier-438;31/07/2009 00:00;expansion; 5;1
Vigie-chiro - Routier-11;31/07/2009 00:09;expansion; 5;1
Vigie-chiro - Routier-80;31/07/2009 22:00;expansion; 5;1
Vigie-chiro - Routier-9;31/07/2010 01:43;expansion; 5;1
Vigie-chiro - Routier-391;31/07/2011 22:45;expansion; 5;1
